year,is_rct,journal,title,doi,pmcid,n_data,n_code,data_urls,code_urls,das
2026,False,Health economics review,Cost-effectiveness analysis of intensive and emerging rehabilitation therapies in children with cerebral palsy: an observational cohort study using real-world evidence and microsimulation modelling,10.1186/s13561-026-00768-2,PMC13177883,0,1,,github.com/diana-mnd1996/microsimulation-cerebralpalsy,"Data Availability Statement Data from this study are available upon special and justified request through the lead author to the institution holding the data (Hospital Universitario de Navarra). This process is need because anonymized records for individual patients across more than one data source external to EPCINA cannot, and should not, be linked owing to a potential increase in risk of patient re-identification. A full version of the R codes used for each microsimulation decision model can be found in Supplementary material appendices and on GitHub. All the code together can be found in this README file: https://github.com/Diana-MND1996/microsimulation-cerebralpalsy/blob/f9d1942caa610a9020bbb943b79ea243c00e7c56/README.md . Data from this study are available upon special and justified request through the lead author to the institution holding the data (Hospital Universitario de Navarra). This process is need because anonymized records for individual patients across more than one da"
2026,False,PloS one,Validating the 2-minute walk test MCID for subacute stroke patients: A Pakistani multicenter cohort analysis,10.1371/journal.pone.0347056,PMC13082714,1,0,figshare.com/articles/figure/_b_determining_the_minimally_clinically_important_difference_of_the_2-minute_walk_test_in_individuals_with_subacute_stroke_a_multicenter_cohort_study_b_/29484728,,Data Availability Statement The data underlying the results presented in the study are available from Figshare: https://figshare.com/articles/figure/_b_Determining_the_Minimally_Clinically_Important_Difference_of_the_2-Minute_Walk_Test_in_Individuals_with_Subacute_Stroke_A_Multicenter_Cohort_Study_b_/29484728 . The data underlying the results presented in the study are available from Figshare: https://figshare.com/articles/figure/_b_Determining_the_Minimally_Clinically_Important_Difference_of_the_2-Minute_Walk_Test_in_Individuals_with_Subacute_Stroke_A_Multicenter_Cohort_Study_b_/29484728 . The data underlying the results presented in the study are available from Figshare: https://figshare.com/articles/figure/_b_Determining_the_Minimally_Clinically_Important_Difference_of_the_2-Minute_Walk_Test_in_Individuals_with_Subacute_Stroke_A_Multicenter_Cohort_Study_b_/29484728 .
2025,False,PloS one,Outdoor ground surface influences spatiotemporal parameters of walking for individuals undergoing rehabilitation: An observational study,10.1371/journal.pone.0337177,PMC12671729,1,1,osf.io/s3qye,github.com/regainlabunc/spatiotemporal-changes-across-terrains,All Excel files that include spatiotemporal data are available at the Open Science Framework database ( https://doi.org/10.17605/OSF.IO/S3QYE) . All R code files used for statistical analysis are available at the Recovery of Gait and Neuro Rehabilitation Lab Github database ( https://github.com/RegainLabUNC/SpatioTemporal-Changes-Across-Terrains) . All Excel files that include spatiotemporal data are available at the Open Science Framework database ( https://doi.org/10.17605/OSF.IO/S3QYE) . All R code files used for statistical analysis are available at the Recovery of Gait and Neuro Rehabilitation Lab Github database ( https://github.com/RegainLabUNC/SpatioTemporal-Changes-Across-Terrains) .
2025,False,Brain communications,Transcutaneous electrical nerve stimulation enhances locomotor adaptation savings in people with multiple sclerosis,10.1093/braincomms/fcaf255,PMC12238753,1,1,osf.io/pgv37,github.com/andyhagen11/transcutaneous-electrical-nerve-stimulation-enhances-locomotor-adaptation-savings-in-ms,Data Availability Statement The data that support the findings of this study are openly available in the Open Science Framework at https://osf.io/pgv37/ . The code used for the analyses in this study is available on GitHub at https://github.com/andyhagen11/Transcutaneous-electrical-nerve-stimulation-enhances-locomotor-adaptation-savings-in-MS . The data that support the findings of this study are openly available in the Open Science Framework at https://osf.io/pgv37/ . The code used for the analyses in this study is available on GitHub at https://github.com/andyhagen11/Transcutaneous-electrical-nerve-stimulation-enhances-locomotor-adaptation-savings-in-MS . The data that support the findings of this study are openly available in the Open Science Framework at https://osf.io/pgv37/ . The code used for the analyses in this study is available on GitHub at https://github.com/andyhagen11/Transcutaneous-electrical-nerve-stimulation-enhances-locomotor-adaptation-savings-in-MS .
2025,False,PeerJ,"Change in exercise capacity, physical activity and motivation for physical activity at 12 months after a cardiac rehabilitation program in coronary heart disease patients: a prospective, monocentric a",10.7717/peerj.18885,PMC11831972,2,1,osf.io/fpcrv | osf.io/s2xwu,github.com/pydemull/apaco,"Data Availability The following information was supplied regarding data availability: All the instructions and materials allowing the reproduction of the analyses and the results are available at GitHub and Open Science Framework: - https://github.com/pydemull/APACo - de Müllenheim, Pierre-Yves. 2024. “APA&amp;Co.” OSF. doi: 10.17605/OSF.IO/S2XWU . The Supplemental Files are also available at Open Science Framework: de Müllenheim, Pierre-Yves. 2024. “ Supplemental Materials .” OSF. doi: 10.17605/OSF.IO/FPCRV . The results of the study were obtained using several R packages: • Initial tasks of the data analysis workflow (import, tidy, and transform data): {tidyverse} ( Wickham et al., 2019 ); {tidyselect} ( Henry &amp; Wickham, 2024a ). • Figures: {ggplot2} ( Wickham, 2016 ), {Hmisc} ( Harrell, 2024 ), {patchwork} ( Lin Pedersen, 2024 ), {ggbeeswarm} ( Clarke, Sherrill-Mix &amp; Dawson, 2023 ), {ggrepel} ( Slowikowski, 2023 ), {rlang} ( Henry &amp; Wickham, 2024b ), {ragg} ( Lin Pederse"
2025,False,Pain management,"A multimodal intervention of manual therapy, exercise, and psychological management for painful diabetic neuropathy: intervention development and feasibility trial protocol",10.1080/17581869.2025.2515010,PMC12218422,1,0,osf.io/jyftb,,"Data Availability Statement A full protocol and SAP were registered on the Open Science Framework ( https://osf.io/jyftb ). The final, anonymized dataset of the feasibility RCT will also be shared on OSF.io. A full protocol and SAP were registered on the Open Science Framework ( https://osf.io/jyftb ). The final, anonymized dataset of the feasibility RCT will also be shared on OSF.io. A full protocol and SAP were registered on the Open Science Framework ( https://osf.io/jyftb ). The final, anonymized dataset of the feasibility RCT will also be shared on OSF.io."
2025,False,PloS one,Effects of different physical therapy training protocols on patients with idiopathic scoliosis: Short-term results,10.1371/journal.pone.0334713,PMC12533888,1,0,figshare.com/articles/dataset/scolio_data_xlsx/28424249,,Data Availability Statement All relevant data are within the manuscript and its Supporting information files. All scolio data files are available from the figshare database (DOI:10.6084/m9.figshare.28424249). https://figshare.com/articles/dataset/scolio_data_xlsx/28424249?file=52381676 . All relevant data are within the manuscript and its Supporting information files. All scolio data files are available from the figshare database (DOI:10.6084/m9.figshare.28424249). https://figshare.com/articles/dataset/scolio_data_xlsx/28424249?file=52381676 . All relevant data are within the manuscript and its Supporting information files. All scolio data files are available from the figshare database (DOI:10.6084/m9.figshare.28424249). https://figshare.com/articles/dataset/scolio_data_xlsx/28424249?file=52381676 .
2025,False,BMJ open sport & exercise medicine,Effects of resistance training intensity on the cardiovascular health of postmenopausal women with hypertension: a study protocol for the LOAD trial,10.1136/bmjsem-2025-002717,PMC12306270,1,0,osf.io/nbjcq,,"Data availability statement No data are available. No data are available. There are no data available yet, as this article is a study protocol. However, a page has already been created where the data will be deposited for third-party access: https://osf.io/nbjcq/ ."
2025,False,Frontiers in pharmacology,"Effects and safety of a CBD-rich &lt;i&gt;Cannabis sativa&lt;/i&gt; oil in knee osteoarthritis: a double-blind, randomized, placebo-controlled trial - CANOA - cannabis for osteoarthritis",10.3389/fphar.2025.1657065,PMC12757406,1,0,data.mendeley.com/datasets/fw6bftyrf2/2,,"Data availability statement All data from this trial are publicly available in the Mendeley Repository, doi: 10.17632/fw6bftyrf2.2 . Available at: https://data.mendeley.com/datasets/fw6bftyrf2/2 . All data from this trial are publicly available in the Mendeley Repository, doi: 10.17632/fw6bftyrf2.2 . Available at: https://data.mendeley.com/datasets/fw6bftyrf2/2 ."
2025,False,Nutrients,Impact of Nutritional Status on Clinical Outcomes of Patients Undergoing PRGF Treatment for Knee Osteoarthritis-A Prospective Observational Study,10.3390/nu17193134,PMC12525571,1,0,osf.io/hrcym,,Data Availability Statement The protocol was prospectively registered with Clinicaltrials.gov (Identifier number NCT05546541 ). The datasets presented in this study can be found in online repositories with link: https://osf.io/hrcym/?view_only=9ba99de8cad14d8ca72d5f11c455a6b2 (accessed on 28 September 2025). The protocol was prospectively registered with Clinicaltrials.gov (Identifier number NCT05546541 ). The datasets presented in this study can be found in online repositories with link: https://osf.io/hrcym/?view_only=9ba99de8cad14d8ca72d5f11c455a6b2 (accessed on 28 September 2025). The protocol was prospectively registered with Clinicaltrials.gov (Identifier number NCT05546541 ). The datasets presented in this study can be found in online repositories with link: https://osf.io/hrcym/?view_only=9ba99de8cad14d8ca72d5f11c455a6b2 (accessed on 28 September 2025).
2025,False,Frontiers in medicine,Exercise-responsive circTSN as a potential systemic biomarker during COPD rehabilitation,10.3389/fmed.2025.1735444,PMC12708264,1,0,zenodo.org/records/17427212,,Data availability statement Raw and processed RNA sequencing data generated in this study have been deposited in the NCBI Gene Expression Omnibus GSE235174 . De-identified CT and ultrasound imaging data supporting this work have been deposited in Zenodo ( https://zenodo.org/records/17427212 ). Raw and processed RNA sequencing data generated in this study have been deposited in the NCBI Gene Expression Omnibus GSE235174 . De-identified CT and ultrasound imaging data supporting this work have been deposited in Zenodo ( https://zenodo.org/records/17427212 ).
2025,False,Journal of neuroengineering and rehabilitation,Telerehabilitation for visual field defects with a multisensory training: a feasibility study,10.1186/s12984-025-01573-4,PMC11849177,1,0,10.5281/zenodo.13335206,,Data Availability Statement The datasets generated and analyzed during the current study are available on Zenodo: https://doi.org/ 10.5281/zenodo.13335206. Datasets are accessible under request because they include sensitive information. Please write your request to the corresponding author. The datasets generated and analyzed during the current study are available on Zenodo: https://doi.org/ 10.5281/zenodo.13335206. Datasets are accessible under request because they include sensitive information. Please write your request to the corresponding author. The datasets generated and analyzed during the current study are available on Zenodo: https://doi.org/ 10.5281/zenodo.13335206. Datasets are accessible under request because they include sensitive information. Please write your request to the corresponding author.
2025,False,Brain communications,More than chronic pain: behavioural and psychosocial protective factors predict lower brain age in adults with/at risk of knee osteoarthritis over two years,10.1093/braincomms/fcaf344,PMC12465110,0,2,,github.com/tannerjared/deepbrainnet | github.com/tannerjared/protectivebag,Data Availability Statement The data supporting the findings of this study can be obtained from the corresponding author upon reasonable request. DeepBrainNet Python code used is available here: https://github.com/tannerjared/DeepBrainNet . The R code used for statistical analyses is available here: https://github.com/tannerjared/ProtectiveBAG . The data supporting the findings of this study can be obtained from the corresponding author upon reasonable request. DeepBrainNet Python code used is available here: https://github.com/tannerjared/DeepBrainNet . The R code used for statistical analyses is available here: https://github.com/tannerjared/ProtectiveBAG . The data supporting the findings of this study can be obtained from the corresponding author upon reasonable request. DeepBrainNet Python code used is available here: https://github.com/tannerjared/DeepBrainNet . The R code used for statistical analyses is available here: https://github.com/tannerjared/ProtectiveBAG .
2025,False,The Journal of clinical investigation,Circadian rhythmicity and biopsychosocial characteristics influence opioid use in chronic low back pain,10.1172/jci188620,PMC12483613,0,1,,github.com/computationalgenomicslaboratory/clbphum,"Data Availability Statement RNA sequencing data are available in GEO for the CLBP main cohort ( GSE295758 ) and for the LBP cohort ( GSE177034 ). Values for all data points in graphs are reported in the Supporting Data Values file. Additional information, raw data, and materials are available upon reasonable request. No custom code was used to generate or process the data. However, scripts used to analyze the RNA sequencing data are available at https://github.com/ComputationalGenomicsLaboratory/clbpHum (commit ID 87e3368). RNA sequencing data are available in GEO for the CLBP main cohort ( GSE295758 ) and for the LBP cohort ( GSE177034 ). Values for all data points in graphs are reported in the Supporting Data Values file. Additional information, raw data, and materials are available upon reasonable request. RNA sequencing data are available in GEO for the CLBP main cohort ( GSE295758 ) and for the LBP cohort ( GSE177034 ). Values for all data points in graphs are reported in the Supp"
2025,False,BMJ open,"Large cohort study of postnatal events over 18 months in a not-for-profit referral centre in Vellore, South India",10.1136/bmjopen-2024-096482,PMC12666221,1,0,datadryad.org/share/rp7l2usft7wfb2gmjkbndpo3vubgm9oxwsqvbrcl8yo,,"Data availability statement Data are available in a public, open access repository. Data are available in a public, open access repository. Mathews, Jiji; Abraham, Nitin; ND, Varunashree et al. (Forthcoming 2025). ‘A large cohort study of postnatal events over 18 months in a not-for-profit referral centre in Vellore, South India’[Dataset].Dryad. http://datadryad.org/share/RP7L2uSft7wFB2gmJkBnDPO3VubGm9oxWsqVbrcl8Yo ."
2025,False,Nature communications,On-chip 3D potency assay for prediction of clinical outcomes for cell therapy candidates for osteoarthritis,10.1038/s41467-025-60158-w,PMC12116846,0,1,,github.com/bhavaygg/bmac,"Data availability All data related to this paper are contained in the article, the Supplementary Information , and the Source Data file. Source data are provided with this paper. Code availability The script for Fig. 5 can be found at https://github.com/bhavaygg/BMAC ."
2025,False,Health science reports,Psychometric Validation of the German Version of the Rapid Assessment of Physical Activity (RAPA): A Secondary Analysis of Cross-Sectional Survey Data,10.1002/hsr2.70353,PMC11747865,1,0,osf.io/hcvfm,,Data Availability Statement All data are available from the Open Science Framework (OSF) database at DOI 10.17605/OSF.IO/HCVFM . All data are available from the Open Science Framework (OSF) database at DOI 10.17605/OSF.IO/HCVFM . All data are available from the Open Science Framework (OSF) database at DOI 10.17605/OSF.IO/HCVFM .
2025,False,Journal of clinical medicine,Night-Time Bracing Can Reduce Pain in Adults with Scoliosis: Six-Month Results of a Retrospective Controlled Study,10.3390/jcm14134493,PMC12249818,1,0,10.5281/zenodo.14979410,,Data Availability Statement Data are available at https://doi.org/10.5281/zenodo.14979410 .
2025,False,"BMC sports science, medicine & rehabilitation",Exercise interventions in patients with multiple myeloma: a scoping review,10.1186/s13102-025-01193-4,PMC12147358,1,0,osf.io/udwm4,,Data Availability Statement Sequence data that support the findings of this study have been deposited in the Open Science Framework with the primary accession code: 10.17605/OSF.IO/UDWM4. Sequence data that support the findings of this study have been deposited in the Open Science Framework with the primary accession code: 10.17605/OSF.IO/UDWM4. Sequence data that support the findings of this study have been deposited in the Open Science Framework with the primary accession code: 10.17605/OSF.IO/UDWM4.
2025,False,Neurological research and practice,"Multidisciplinary inpatient care for Parkinson's disease: a single-centre cohort study on improvements in gait, overall motor function, and quality of life",10.1186/s42466-025-00422-y,PMC12406477,0,1,,github.com/kleinholdermann/pd_gait_pkb,Data Availability Statement The code used for the statistical analysis is available at: https://github.com/kleinholdermann/pd_gait_pkb Pseudonymised data are available from the authors upon reasonable request. The code used for the statistical analysis is available at: https://github.com/kleinholdermann/pd_gait_pkb Pseudonymised data are available from the authors upon reasonable request. The code used for the statistical analysis is available at: https://github.com/kleinholdermann/pd_gait_pkb Pseudonymised data are available from the authors upon reasonable request.
2025,False,Frontiers in rehabilitation sciences,Effects of whole-body cryostimulation on spinal and shoulder range of motion in individuals with obesity,10.3389/fresc.2025.1568280,PMC12325352,1,0,10.5281/zenodo.14735132,,Data Availability Statement The datasets presented in this study can be found in online repositories. The names of the repository/repositories and accession number(s) can be found below: Zenodo ( https://doi.org/10.5281/zenodo.14735132 ). The datasets presented in this study can be found in online repositories. The names of the repository/repositories and accession number(s) can be found below: Zenodo ( https://doi.org/10.5281/zenodo.14735132 ). The datasets presented in this study can be found in online repositories. The names of the repository/repositories and accession number(s) can be found below: Zenodo ( https://doi.org/10.5281/zenodo.14735132 ).
2025,False,"Diagnostics (Basel, Switzerland)",Information Extraction from Lumbar Spine MRI Radiology Reports Using GPT4: Accuracy and Benchmarking Against Research-Grade Comprehensive Scoring,10.3390/diagnostics15070930,PMC11989208,0,1,,github.com/michelle-tong18/versa-spine,"Data Availability Statement The data underlying this article cannot be shared publicly due to the privacy concerns of individuals participating in the study. The data will be shared upon reasonable request to the corresponding author. All underlying codes, including LLM prompts, have been made publicly available in full ( https://github.com/michelle-tong18/VERSA-spine , accessed on 16 March 2025)."
2025,False,Osteoarthritis and cartilage open,Predictive validity of consensus-based MRI definition of osteoarthritis plus radiographic osteoarthritis for the progression of knee osteoarthritis: A longitudinal cohort study,10.1016/j.ocarto.2025.100582,PMC11889593,1,0,osf.io/qwtue,,Data Availability Statement The data that support the findings of this study are available from the corresponding author upon reasonable request. All of the code in this study was made available on the Open Science Framework ( https://osf.io/qwtue/ ). The data that support the findings of this study are available from the corresponding author upon reasonable request. All of the code in this study was made available on the Open Science Framework ( https://osf.io/qwtue/ ). The data that support the findings of this study are available from the corresponding author upon reasonable request. All of the code in this study was made available on the Open Science Framework ( https://osf.io/qwtue/ ).
2025,False,Journal of experimental orthopaedics,Factors influencing UK arthroplasty surgeons' decision-making between total and medial unicompartmental knee surgery: A vignette-based behavioural experiment,10.1002/jeo2.70178,PMC11869565,1,0,osf.io/wz3xf,,DATA AVAILABILITY STATEMENT The dataset supporting the conclusions of this article is publicly available in the Open Science Framework: https://osf.io/wz3xf/ . The dataset supporting the conclusions of this article is publicly available in the Open Science Framework: https://osf.io/wz3xf/ .
2024,False,PloS one,Protocol for a single-blind randomized controlled clinical trial to investigate the feasibility and safety of in-bed self-exercises based on electromyography sensor feedback in patients with subacute ,10.1371/journal.pone.0310178,PMC11684591,1,0,osf.io/n26pm,,"No data sets were generated or analyzed in the current study protocol. Once the trial is completed, all data from this study will be available in the Open Science Framework at https://osf.io/n26pm/ (DOI: 10.17605/OSF.IO/N26PM ). No data sets were generated or analyzed in the current study protocol. Once the trial is completed, all data from this study will be available in the Open Science Framework at https://osf.io/n26pm/ (DOI: 10.17605/OSF.IO/N26PM )."
2024,False,BMJ open,"Development and internal validation of a multivariable prognostic model to predict chronic pain after a new episode of non-specific idiopathic, non-traumatic neck pain in physiotherapy primary care pr",10.1136/bmjopen-2024-086683,PMC11404218,0,1,,github.com/uashogeschoolutrecht/painr,"Data availability statement Data are available in a public, open access repository. Data are available in a public, open access repository. Technical appendix, statistical code and dataset available from the Github repository: https://github.com/uashogeschoolutrecht/painr DOI: available upon acceptance."
2024,False,Scientific reports,Predicting the occurrence of minor adverse events in cardiac rehabilitation using physical variables,10.1038/s41598-024-68223-y,PMC11282225,1,0,10.5281/zenodo.10372903,,Data Availability Statement All anonymized data and analysis results supporting this study's findings are available in Zenodo with the identifier 10.5281/zenodo.10372903. All anonymized data and analysis results supporting this study's findings are available in Zenodo with the identifier 10.5281/zenodo.10372903. All anonymized data and analysis results supporting this study's findings are available in Zenodo with the identifier 10.5281/zenodo.10372903.
2024,False,PloS one,Effects of Non-Invasive Ventilation with different modalities in patients undergoing heart surgery: Protocol for a randomized controlled clinical trial,10.1371/journal.pone.0304569,PMC11185470,1,0,osf.io/zqnyv,,Data Availability Statement No datasets were generated or analysed during the current study. All relevant data from this study will be made available upon study completion on this link. https://osf.io/zqnyv/?view_only=93c2e1b5ed8a4b46abd0fc7a00573de9 . No datasets were generated or analysed during the current study. All relevant data from this study will be made available upon study completion on this link. https://osf.io/zqnyv/?view_only=93c2e1b5ed8a4b46abd0fc7a00573de9 . No datasets were generated or analysed during the current study. All relevant data from this study will be made available upon study completion on this link. https://osf.io/zqnyv/?view_only=93c2e1b5ed8a4b46abd0fc7a00573de9 .
2024,False,PloS one,Effects of pulmonary rehabilitation on ventilation dynamics measured during exertion in patients with post-acute COVID-19 syndrome: A cross-sectional observational study,10.1371/journal.pone.0296707,PMC10836674,1,0,osf.io/umjkc,,Follow the link to the data repository: https://osf.io/umjkc/ . Follow the link to the data repository: https://osf.io/umjkc/ .
2024,False,Frontiers in sports and active living,Back pain exercise therapy remodels human epigenetic profiles in buccal and human peripheral blood mononuclear cells: an exploratory study in young male participants,10.3389/fspor.2024.1393067,PMC11521823,1,0,10.5281/zenodo.10685544,,Data availability statement The mass spectrometry proteomics data have been deposited to the ProteomeXchange Consortium via the PRIDE [ 72 ] partner repository with the dataset identifier PXD050113. Intermediate results files (processed questionnaire; participants classes; agility measurements; plasma protein abundances; buccal cell and PBMC PTMs abundances and relative abundances; test outcomes) are available in the https://doi.org/10.5281/zenodo.10685544 Zenodo repository. The mass spectrometry proteomics data have been deposited to the ProteomeXchange Consortium via the PRIDE [ 72 ] partner repository with the dataset identifier PXD050113. Intermediate results files (processed questionnaire; participants classes; agility measurements; plasma protein abundances; buccal cell and PBMC PTMs abundances and relative abundances; test outcomes) are available in the https://doi.org/10.5281/zenodo.10685544 Zenodo repository.
2023,False,Data in brief,A dataset of the effects of therapeutic exercise programs on physical function in patients undergoing hemodialysis,10.1016/j.dib.2023.109048,PMC10025120,1,0,data.mendeley.com/datasets/w6bwg9zgtg,,Data Availability Statement Effects of therapeutic exercise on physical performance and activity levels in patients undergoing hemodialysis (Original data) (Mendeley Data). Effects of therapeutic exercise on physical performance and activity levels in patients undergoing hemodialysis (Original data) (Mendeley Data). Effects of therapeutic exercise on physical performance and activity levels in patients undergoing hemodialysis (Original data) (Mendeley Data).
2023,False,Data in brief,Socioeconomic status and treatment outcomes in women with genito-pelvic pain penetration disorder: A longitudinal study of a therapeutic educational program dataset,10.1016/j.dib.2023.109210,PMC10197000,1,0,data.mendeley.com/datasets/tr3y82y2jy/2,,Data Availability Statement Socioeconomic Status and Treatment Outcomes for Women with Genito-Pelvic Pain Penetration Disorder: A dataset. (Original data) (Mendeley Data). Socioeconomic Status and Treatment Outcomes for Women with Genito-Pelvic Pain Penetration Disorder: A dataset. (Original data) (Mendeley Data). Socioeconomic Status and Treatment Outcomes for Women with Genito-Pelvic Pain Penetration Disorder: A dataset. (Original data) (Mendeley Data).
2023,False,NPJ digital medicine,A randomized trial of a mobile health intervention to augment cardiac rehabilitation,10.1038/s41746-023-00921-9,PMC10502072,0,1,,github.com/wired-l-um/valentine-rct,Data availability The datasets used and/or analyzed during the current study are available from the corresponding author on reasonable request. Code availability The underlying code for this study is available on Github ( https://github.com/WIRED-L-um/VALENTINE-RCT ) and shared with qualified researchers on reasonable request from the corresponding author.
2023,False,BMJ (Clinical research ed.),Comparative effectiveness and safety of analgesic medicines for adults with acute non-specific low back pain: systematic review and network meta-analysis,10.1136/bmj-2022-072962,PMC10540836,1,0,osf.io/kduq3,,Data Availability Statement League tables with estimates and confidence for all comparisons are available in spreadsheets available on the Open Science Framework (https:// osf.io/kduq3 ). The dataset used and analysed during this study and the accompanying code are available from the corresponding author on reasonable request. League tables with estimates and confidence for all comparisons are available in spreadsheets available on the Open Science Framework (https:// osf.io/kduq3 ). The dataset used and analysed during this study and the accompanying code are available from the corresponding author on reasonable request. League tables with estimates and confidence for all comparisons are available in spreadsheets available on the Open Science Framework (https:// osf.io/kduq3 ). The dataset used and analysed during this study and the accompanying code are available from the corresponding author on reasonable request.
2023,False,Archives of orthopaedic and trauma surgery,Influence of implantation of a total hip endoprosthesis on the ipsilateral leg alignment: the effect of sex and dysplasia of the hip,10.1007/s00402-022-04587-y,PMC10191977,1,0,10.5281/zenodo.6802660,,Data Availability Statement De-identified subject data have been deposited in the Zenodo repository ( https://doi.org/10.5281/zenodo.6802660 ). De-identified subject data have been deposited in the Zenodo repository ( https://doi.org/10.5281/zenodo.6802660 ). De-identified subject data have been deposited in the Zenodo repository ( https://doi.org/10.5281/zenodo.6802660 ).
2022,False,Annals of medicine,Outcome for dizzy patients in a physiotherapy practice: an observational study,10.1080/07853890.2022.2091790,PMC9258437,1,0,10.5281/zenodo.5873693,,"Data Availability Statement The data that support the findings of this study are openly available in Zenodo at http://doi.org/10.5281/zenodo.5873693 , reference number 5873693. The data that support the findings of this study are openly available in Zenodo at http://doi.org/10.5281/zenodo.5873693 , reference number 5873693. The data that support the findings of this study are openly available in Zenodo at http://doi.org/10.5281/zenodo.5873693 , reference number 5873693."
2022,False,Pilot and feasibility studies,Personalised exercise therapy and self-management support for people with multimorbidity: Development of the MOBILIZE intervention,10.1186/s40814-022-01204-y,PMC9717541,1,0,osf.io/qk6yg,,Data Availability Statement The data reported in this paper are available on the Open Science Framework page of the MOBILIZE project https://osf.io/qk6yg/ . The data reported in this paper are available on the Open Science Framework page of the MOBILIZE project https://osf.io/qk6yg/ . The data reported in this paper are available on the Open Science Framework page of the MOBILIZE project https://osf.io/qk6yg/ .
2022,False,BMC geriatrics,Effects of supervised high-intensity hardstyle kettlebell training on grip strength and health-related physical fitness in insufficiently active older adults: the BELL pragmatic controlled trial,10.1186/s12877-022-02958-z,PMC9026020,1,0,osf.io/vtbzw,,Availability of data and materials The de-identified datasets generated and/or analysed during the current study are available in the Open Science Framework repository: https://osf.io/vtbzw/
2022,False,Cancers,Feasibility of Implementing Cancer-Specific Community-Based Exercise Programming: A Multi-Centre Randomized Trial,10.3390/cancers14112737,PMC9179478,1,0,dataverse.scholarsportal.info/privateurl.xhtml,,Data Availability Statement Data will be accessible via the University of Alberta Cancer Rehabilitation Clinic Dataverse at: https://dataverse.scholarsportal.info/privateurl.xhtml?token=5bc8a006-3c48-4d1b-a6cc-cf6a5b253e42 accessed on 14 April 2022. Data will be accessible via the University of Alberta Cancer Rehabilitation Clinic Dataverse at: https://dataverse.scholarsportal.info/privateurl.xhtml?token=5bc8a006-3c48-4d1b-a6cc-cf6a5b253e42 accessed on 14 April 2022. Data will be accessible via the University of Alberta Cancer Rehabilitation Clinic Dataverse at: https://dataverse.scholarsportal.info/privateurl.xhtml?token=5bc8a006-3c48-4d1b-a6cc-cf6a5b253e42 accessed on 14 April 2022.
2022,False,Brain communications,A candidate neuroimaging biomarker for detection of neurotransmission-related functional alterations and prediction of pharmacological analgesic response in chronic pain,10.1093/braincomms/fcab302,PMC8833258,0,1,,github.com/ottaviadipasquale/react-fmri,Data Availability Statement All MRI data of Studies 1 and 2 are available at https://openneuro.org/datasets/ds000208/versions/1.0.0 . 43 All MRI data of Studies 1 and 2 are available at https://openneuro.org/datasets/ds000208/versions/1.0.0 . 43 The code for performing the REACT-based fMRI analyses is now available as a python package 44 that can be downloaded from https://github.com/ottaviadipasquale/react-fmri . All MRI data of Studies 1 and 2 are available at https://openneuro.org/datasets/ds000208/versions/1.0.0 . 43
2022,False,Frontiers in neurology,The Indirect Impact of COVID-19 on Major Clinical Outcomes of People With Parkinson's Disease or Parkinsonism: A Cohort Study,10.3389/fneur.2022.873925,PMC9149301,1,0,10.5281/zenodo.6023524,,"Data Availability Statement The datasets presented in this study can be found in online repositories. The names of the repository and accession number can be found at: Zenodo, https://doi.org/10.5281/zenodo.6023524 . The datasets presented in this study can be found in online repositories. The names of the repository and accession number can be found at: Zenodo, https://doi.org/10.5281/zenodo.6023524 . The datasets presented in this study can be found in online repositories. The names of the repository and accession number can be found at: Zenodo, https://doi.org/10.5281/zenodo.6023524 ."
2021,False,PloS one,Short- and long-term effects of a cardiac rehabilitation program in patients implanted with a left ventricular assist device,10.1371/journal.pone.0259927,PMC8635401,1,0,10.5281/zenodo.5648186,,A publicly available de-identified anonymized data set can be found on the Zenodo repository at doi: 10.5281/zenodo.5648186 . A publicly available de-identified anonymized data set can be found on the Zenodo repository at doi: 10.5281/zenodo.5648186 .
2021,False,"Arthroplasty (London, England)",The relationship between mental health/physical activity and pain/dysfunction in working-age patients with knee osteoarthritis being considered for total knee arthroplasty: a retrospective study,10.1186/s42836-021-00077-5,PMC8796639,2,0,10.5061/dryad.kc260 | datadryad.org/review,,Data Availability Statement The datasets generated and/or analyzed during the current study are available in the Dryad database (url: http://datadryad.org/review?doi=doi:10.5061/dryad.kc260 ) [ 12 ]. The datasets generated and/or analyzed during the current study are available in the Dryad database (url: http://datadryad.org/review?doi=doi:10.5061/dryad.kc260 ) [ 12 ]. The datasets generated and/or analyzed during the current study are available in the Dryad database (url: http://datadryad.org/review?doi=doi:10.5061/dryad.kc260 ) [ 12 ].
2021,False,"Sports medicine (Auckland, N.Z.)",The Impact of Coronavirus (COVID-19) Related Public-Health Measures on Training Behaviours of Individuals Previously Participating in Resistance Training: A Cross-Sectional Survey Study,10.1007/s40279-021-01438-5,PMC8054258,1,0,osf.io/xhryf,,Availability of data and materials All data and materials are openly available on the Open Science Framework project page for this study ( https://osf.io/xhryf/ ) and in the supplementary files. Code availability All analysis code is openly available on the Open Science Framework project page for this study ( https://osf.io/xhryf/ ) and in the supplementary files.
2021,False,Archives of physiotherapy,Prevalence and associated factors of COVID-19 across Italian regions: a secondary analysis from a national survey on physiotherapists,10.1186/s40945-021-00125-y,PMC8677342,1,0,osf.io/x7cha,,Availability of data and materials All data generated or analyzed during this study are included in this published article [and its additional files]. Row data are stored in an open platform at the following link: https://osf.io/x7cha .
