pmcid,pmid,doi,year,journal,title,is_rct,n_code,n_data,code_urls,data_urls,on_request_only,das
PMC6357468,30704430,10.1186/s12891-019-2429-z,2019,BMC Musculoskelet Disord,Analysis of patellofemoral arthrokinematic motion quality in open and closed kinetic chains using vibroarthrography,False,2,1,github.com/grousselet/rogme | github.com/jamovi/walrus,osf.io/stbeh,False,"Availability of data and materials The datasets generated and/or analysed during the current study are available in the Open Science Framework repository, https://osf.io/stbeh /."
PMC6141086,30222777,10.1371/journal.pone.0204109,2018,PLoS One,Refining muscle geometry and wrapping in the TLEM 2 model for improved hip contact force prediction,False,1,2,github.com/depierie/orthoload-data-sample-validation,doi.org/10.5281/zenodo.1251274 | doi.org/10.5281/zenodo.1251776,False,"Data Availability Statement The new musculoskeletal models developed in this project are released as part of the AnyBody Managed Model Repository (AMMR v2.0) which accompanies the commercial AnyBody Modeling System developed by AnyBody Technology. These models are also available on Zenodo.org under the DOI https://doi.org/10.5281/zenodo.1251274 . Specific applications of the models, protocols, and scripts used in the context of this paper are also available on GitHub ( https://github.com/depierie/orthoload-data-sample-validation ) and archived on Zenodo.org under the DOI https://doi.org/10.5281/zenodo.1251776 . Input Motion Capture data can be downloaded from the Orthoload database: https://orthoload.com ."
PMC6021138,29963631,10.1126/sciadv.aat0497,2018,Sci Adv,Network structure of the human musculoskeletal system shapes neural interactions on multiple time scales,False,2,1,github.com/alecjacobson/gptoolbox | github.com/gilles-didier/molti,doi.org/10.5281/zenodo.1185196,False,
PMC5972673,29809171,10.1038/sdata.2018.101,2018,Sci Data,"Human grasping database for activities of daily living with depth, color and kinematic data streams",False,2,1,github.com/zhanibekrysbek/annotation-software-of-human-grasping-database | github.com/zhanibekrysbek/visualization_software_human_grasping_database,figshare.com/s/2ec460d727be282d2693,False,
PMC4465541,26061662,10.1371/journal.pone.0128930,2015,PLoS One,Diving Related Changes in the Blood Oxygen Stores of Rehabilitating Harbor Seal Pups (Phoca vitulina),False,1,1,github.com/proquestionasker/reefnetdivemove,doi.org/10.5281/zenodo.15416,False,All data utilized in this study are available from Figshare ( http://dx.doi.org/10.6084/m9.figshare.1309301 ). All code utilized to analyze the ReefNet Sensus Ultra dive unit data is available at GitHub ( https://github.com/ProQuestionAsker/ReefNetDiveMove ) or Zenodo ( 10.5281/zenodo.15416 ).
PMC4440615,25996374,10.1371/journal.pone.0126948,2015,PLoS One,Robot-assisted arm assessments in spinal cord injured patients: a consideration of concept study,False,1,1,github.com/kelleru/robot-assisted-assessment-sci,doi.org/10.5281/zenodo.16933,False,"We changed our online repository from sourceforge to GitHub ( https://github.com/kelleru/Robot-assisted-assessment-sci/tree/v1.0 ), such that we can provide a DOI for the database. The DOI is 10.5281/zenodo.16933 ."
PMC12927395,41702669,10.1136/rmdopen-2025-006275,2026,RMD Open,Effectiveness of exercise therapy for osteoarthritis: an overview of systematic reviews and randomised controlled trials,True,0,1,,osf.io/wre46,False,"Data Availability Statement Data are available in a public, open access repository."
PMC13230806,42230587,10.1038/s41467-026-71632-4,2026,Nat Commun,Large-scale molecular endotype discovery in synovial fluid reveals osteoarthritis as a single biological continuum,False,2,0,github.com/ndorms-tperry/stepup-oa-primary-manuscript | github.com/ndorms-tperry/stepup-oa-primary-manuscript__,,False,"Data availability SomaScan data of all healthy and OA synovial fluid (fully quality controlled as per Deng et al. 2024) are available in Figshare (10.6084/m9.figshare.31626121). All code used to generate the tables and figures in this manuscript are provided here, GitHub . Participants’ written informed consent provided for this study prevents unrestricted public sharing of individual-level research data except by collaboration. Access to the pseudonymised individual participant data supporting this work is available upon completion of a STEpUP OA Data Access Request which should be emailed to: stepupoa@kennedy.ox.ac.uk. Data reuse, publication and authorship requirements are indicated on the Access Request form. Response time will be within 12 weeks. Where possible, source data are provided with this paper (source data: 1-9). Source data are provided with this paper."
PMC13111909,41996994,10.1016/j.jbiomech.2026.113308,2026,J Biomech,Quantifying dynamic muscle lengths and moment arms of musculoskeletal joints using FEBio studio: A demonstration in the glenohumeral joint,False,0,2,,doi.org/10.5281/zenodo.17260260 | doi.org/10.5281/zenodo.17260261,False,
PMC13148768,42099305,10.1093/braincomms/fcag146,2026,Brain Commun,Convergent structural brain alterations in chronic pain: a multi-metric individual participant data meta-analysis,False,1,0,github.com/lokeryan/chronicpainipd,,False,"Data availability Beyond current analyses, we developed an RShiny application ( https://lokeryan.shinyapps.io/chronic_pain/ ) that enables interactive visualization of the raw data, study-level comparisons, and meta-analyses. This tool can allow other researchers to explore analyses in detail and facilitate new lines of inquiry beyond the scope of the present study. All MRI images analysed for this study were obtained from OpenNeuro ( https://openneuro.org/ ), an open-science neuroinformatics database, or OpenPain ( https://openpain.org/ ), an open access data sharing platform for brain imaging studies of human pain. All study-level and sex analysis results can be found in the Supplementary material and can be explored in the RShiny application. In-house bash scripts used to process the MRI images have been uploaded to our GitHub repository, along with the generated R scripts used to ana"
PMC13327263,42391225,10.1371/journal.pone.0352644,2026,PLoS One,"Toward evidence-based prescription of prosthetic ankle-foot devices: A multisite randomized crossover trial identifying performance-based, patient-reported, and biomechanical parameters sens",True,1,0,github.com/uconn-scs/prescription_study,,False,"All relevant data and code used to generate tables, plots, and perform statistical analyses in this manuscript are available on GitHub ( https://github.com/uconn-scs/prescription_study) and have been archived on Zenodo (DOI: 10.5281/zenodo.20215416 )."
PMC13276358,42020419,10.1038/s41597-026-07237-9,2026,Sci Data,SAIT-EMA: A Tridimensional Electromagnetic Articulography Database for Mandarin with Diverse Language Backgrounds,False,1,0,github.com/altamen/sait-ema,,False,"Data Availability Statement Based on the principle of reproducible research, we provide a Python script for extracting EMA data from POS files, accompanied by concise documentation. The script is hosted in the code repository https://github.com/Altamen/SAIT-EMA . Researchers can extract EMA data, WAV data, and TextGrids files, and perform further analysis and processing as needed."
PMC12998083,41652557,10.1186/s12880-026-02170-0,2026,BMC Med Imaging,UMUD: a web application for easy access to musculoskeletal ultrasonography datasets,False,2,0,github.com/paulritsche/umud | github.com/pydantic/pydantic,,False,Data availability No datasets were generated or analysed during the current study.
PMC13187289,41876774,10.1038/s43856-026-01537-2,2026,Commun Med (Lond),Smartphone-derived joint angular velocities in sit-to-stand motion provide a spatiotemporal marker for symptomatic knee osteoarthritis,False,1,0,github.com/justinclc/koa_stsdynamics,,False,Code availability Source code is available at https://github.com/JustinClc/KOA_STSDynamics (10.5281/zenodo.18608569) 42 .
PMC13096661,41792136,10.1038/s41597-026-06687-5,2026,Sci Data,ULTRA-MoCap: A Multimodal IMU and sEMG Dataset for Upper Body Joint Kinematics Analysis,False,1,0,github.com/oliverkristianfritsche/mocapdatasetscripting_reallab,,False,Data Availability Statement The ULTRA-MoCap dataset is publicly available on Figshare 32 at 10.6084/m9.figshare.28751156.v1. Code for scripting OpenSim 30 inverse kinematics and combining sensor and kinematics data is provided in a public GitHub repository. This repository is intended to promote reuse and validation of the post-processed aspects of our dataset. It can be accessed at https://github.com/oliverkristianfritsche/MocapDatasetScripting_REALLAB . Please note that only post-processing scripts are included; no subject data is stored in this repository.
PMC13250209,42282453,10.1016/j.smhs.2026.03.001,2026,Sports Med Health Sci,Effects of maximal versus submaximal intended velocity resistance training on muscular fitness adaptations in older adults: A systematic review and meta-analysis,True,0,1,,osf.io/eu7rw,False,"Data availability statement The data that support the findings of this study are openly accessible in the Open Science Framework (OSF). The supplementary materials, which include datasets and analysis code, are available at the following link: https://osf.io/eu7rw/files/osfstorage ."
PMC12979748,41811583,10.1186/s40798-026-01003-2,2026,Sports Med Open,Sharpening the Coach's Eye: An Observational Study Investigating the Trainability of An Eye-Tracking Strategy for Perceiving Barbell Velocity Loss in Resistance Training,False,0,1,,osf.io/yt6wa,False,Data Availability Statement The dataset used in the current study and the R statistical analysis code are available online at: https://osf.io/yt6wa .
PMC13234426,42236500,10.1038/s41598-026-54397-0,2026,Sci Rep,Comparative effectiveness of interventions incorporating physical activity in individuals with comorbid low back pain and depressive symptoms: a systematic review with network meta-analysis,True,0,1,,osf.io/bvx37,False,Data Availability Statement Data relevant to the study are included in the article or available in the supplementary files. All other relevant data can be found in a public repository: https://osf.io/bvx37 .
PMC12776015,41509713,10.1093/braincomms/fcaf486,2026,Brain Commun,The impact of pain on memory: a study in chronic low back pain and migraine patients,False,0,1,,osf.io/sk26g,False,Data Availability Statement The data and analysis code that support the findings of this study are openly available in the Open Science Framework (OSF) at https://osf.io/sk26g/ .
PMC13081294,41796324,10.1186/s10194-026-02304-3,2026,J Headache Pain,Genetic subtraction reveals divergent pathways and targets in anxiety-related and anxiety-independent TMD,False,1,0,github.com/xqwen/fastenloc,,False,"Data Availability Statement The summary-level GWAS data sets analyzed in this study are publicly available. TMD GWAS data were obtained from the FinnGen consortium (Release 12, https://www.finngen.fi/en ). GWAS summary statistics for anxiety were obtained from a previously published study (10.6084/m9.figshare.23659653.v1). All summary statistics generated in this study, along with the complete fine-mapping and colocalization results, are available in a publicly accessible repository (DOI: 10.5281/zenodo.18765836). Variant annotation resources included dbSNP build 157 ( https://ncbiinsights.ncbi.nlm.nih.gov/2025/03/18/dbsnp-release-157/ ) and the 1000 Genomes Project Phase 3 reference panel ( https://www.internationalgenome.org/category/phase-3/ ). Transcriptome-wide association analyzes were performed using GTEx v8 reference transcriptomic data and pre-trained FUSION expression weights ("
PMC13187405,41876760,10.1038/s41746-026-02520-w,2026,NPJ Digit Med,Clinical utility of foundation models in musculoskeletal MRI for biomarker fidelity and predictive outcomes,False,2,0,github.com/gabbiehoyer/automedlabel | github.com/ultralytics/ultralytics,,False,"Data Availability Statement All Supplementary Tables ( S0 – S25 ) and study-generated Data Tables ( D1-D57 ) cited in the manuscript are publicly available at Figshare: 10.6084/m9.figshare.29633207. Osteoarthritis Initiative (OAI) MRI scans can be accessed via the OAI data portal with registration and data use agreement. Additional institution-specific MRI datasets are subject to institutional review board restrictions; deidentified versions are available from the corresponding author upon reasonable request. Fine-tuned segmentation weights used in this study will be deposited in a public repository at the time of publication. Versioned metadata describing training datasets, label maps, and inference settings will be included to support reproduction and external validation. All code, configuration files, and preprocessing scripts are available at: https://github.com/gabbieHoyer/AutoMedLa"
PMC12885298,41662408,10.1371/journal.pone.0342256,2026,PLoS One,Interpretable ensemble machine learning framework for cardiovascular disease prediction using EMR data and large language models in Ethiopia,False,1,0,github.com/alemupilatose/my_dataset1,,False,"Data Availability Statement The dataset supporting the findings of this study is publicly available. The original dataset is hosted on Figshare and remains fully functional at https://doi.org/10.6084/m9.figshare.30436426 . In addition, an updated version of the dataset is available via GitHub at https://github.com/alemupilatose/My_Dataset1/commit/03372e442e112aa892403fa08b37dc529091be1f . Both links provide open access to the data without restrictions."
PMC13242339,42251184,10.1186/s40798-026-01040-x,2026,Sports Med Open,Modifying the Meaning of the Upper Anchor Predictably Shapes Ratings of Perceived Effort: A Randomized Crossover Trial,True,0,2,,osf.io/jsehg | osf.io/kbyhm,False,"Availability of Data and Materials The datasets used in the current study, together with the R statistical analysis code, are available online at: https://osf.io/jsehg/files/osfstorage ."
PMC13133326,41886201,10.1186/s40708-026-00295-0,2026,Brain Inform,Filter bank CSP with Riemannian weighting for disability-centric motor imagery brain computer interface,False,1,0,github.com/souissijihen/bci_rw_fbcsp_gigadb,,False,Data availability No datasets were generated or analysed during the current study.
PMC13004889,41708877,10.1038/s41598-026-40438-1,2026,Sci Rep,Two-week cumulative tendon load estimated from insole sensor contact forces is associated with plantar flexor function in Achilles tendinopathy,False,0,1,,doi.org/10.5281/zenodo.14947735,False,"Data Availability Statement The insole sensor data, dynamometer testing data, motion capture data, deidentified survey data, and data analysis code that we generated and/or analyzed during the current study are openly and freely available in a public Zenodo repository 52 , https://doi.org/10.5281/zenodo.14947735, which we shared in accordance with study participant protection standards."
PMC13287717,42020458,10.1038/s41597-026-07287-z,2026,Sci Data,An EEG-EMG-kinematics dataset from wrist pointing tasks for biomarker research in neurorehabilitation,False,1,0,github.com/bids-standard/bids-specification,,False,"Data Availability Statement All data, code, and derivatives were deposited in the EEG-EMG-WristMotion Dataset in the Figshare repository: 10.6084/M9.FIGSHARE.29666735.v3. The custom code developed for the data processing, analysis workflows, and technical validation is publicly available in the Figshare repository 40 . Specifically, the repository includes MATLAB scripts for converting the raw.dat files generated by the BCI2000 system into.edf format, as well as Python scripts (utilizing the MNE-Python library) used to preprocess the EEG, EMG, and kinematic data. These scripts also generate the figures and tabular outputs presented in the “Technical Validation"" section. All code is located within the code/ directory of the aforementioned repository."
PMC13065060,41955258,10.1371/journal.pone.0346825,2026,PLoS One,Voxel-wise deep learning segmentation of hydroxyapatite and iodine in spectral photon-counting CT: A quantitative phantom study,False,1,0,github.com/nf-91/spff-unet-spcct,,False,All relevant data will be provided upon request.
PMC13270978,42214321,10.1093/gigascience/giag065,2026,Gigascience,EEG-based dataset explicitly targets the transitions between sitting and standing for exploring neural activation patterns in motor imagery and execution,False,1,0,github.com/b5510546671/eeg_sit_stand,,False,"Data availability The raw and processed EEG data supporting the findings of this study are openly available in the Zenodo repository [ 38 ] and [ 39 ], respectively. The DOME-ML (Data, Optimisation, Model, Evaluation in Machine Learning) annotations in this study have been deposited in the DOME-ML Registry and can be accessed with the persistent identifier wnrszixlqm [ 40 ]."
PMC13171603,41922840,10.1038/s41564-026-02303-9,2026,Nat Microbiol,Chikungunya virus persists in joint-associated macrophages and promotes chronic disease in mice,False,1,0,github.com/greninger-lab/rava_pipeline,,False,"Data Availability Statement The authors declare that all data supporting the findings of this study are available within the paper, its extended data or source data files. The scRNA-seq and spatial transcriptomics data have been deposited in the NCBI GEO database ( GSE300299 , GSE300303 ). Raw CHIKV RNA-sequencing data are available at NCBI BioProject PRJNA1247591 ( https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA1247591 ). Source data are provided with this paper. Analysis pipelines are available via Zenodo at 10.5281/zenodo.18499812 (ref. 99 ) and 10.5281/zenodo.18499817 (ref. 100 ). An analysis pipeline for the WGS is available via Github at https://github.com/greninger-lab/RAVA_Pipeline/tree/2024-12-09_CU_KZ_CHIKV_publication ."
PMC13182165,42141930,10.1080/15502783.2026.2668435,2026,J Int Soc Sports Nutr,"Creatine monohydrate for lean mass, strength, and bone density in postmenopausal women: a systematic review and meta-analysis",True,0,1,,osf.io/bvtrz,False,"Data availability statement The deidentified analysis dataset (cleaned_dataset.csv), Python analysis code (analysis_code.py and notebooks/CreatineMenopause_Meta.ipynb), figure scripts, and output tables/figures are provided in the Supplementary Materials and on our public repository at https://osf.io/bvtrz/ . An environment file (requirements.txt) and a reproducibility log CREATINE_OSF_Master) are included to enable exact replication."
PMC12756862,40551391,10.1113/ep092768,2026,Exp Physiol,Effects of short-term exercise on plasma metabolic and lipidomic profiles of individuals with type 2 diabetes,False,3,0,github.com/kassambara/rstatix | github.com/phenological/mva | github.com/phenological/mva-plots,,False,DATA AVAILABILITY STATEMENT The quantified NMR and lipidomics data are made available in the Zenodo data repository (10.5281/zenodo.15194774).
PMC12908465,41704928,10.3389/fpsyt.2026.1686494,2026,Front Psychiatry,Effectiveness of two interventions to optimize expectations in psychosomatic rehabilitation of post-COVID patients: study protocol for an integrative approach,True,0,1,,osf.io/jm3gx,False,
PMC12948136,41758888,10.1371/journal.pone.0341067,2026,PLoS One,Explainable AI for gait speed analysis from multimodal data fusion,False,1,0,github.com/abdullah00alharthi/explainable-ai-for-gait-speed-analysis-from-mul-timodal-data-fusion,,False,"Data Availability Statement C. Schreiber and F. Moissenet, “A multimodal dataset of human gait at different walking speeds established on injury-free adult participants”, figshare, 2019, [online] Available: https://doi.org/10.6084/m9.figshare.7734767 ."
PMC13173323,42130367,10.1111/bjhp.70082,2026,Br J Health Psychol,Does preference for self-reliance moderate associations of health-related social control with physical activity and smoking cessation? Two intensive longitudinal studies,False,0,3,,osf.io/4eqdj | osf.io/prsdk | osf.io/zxay9,False,DATA AVAILABILITY STATEMENT The data that support the findings of this study are available upon request.
PMC13082708,41984894,10.1371/journal.pone.0345667,2026,PLoS One,"Trajectories and associations between wearable-derived mobility, patient-reported outcomes, clinical measures and clinical indicators following total knee arthroplasty: The IMPACT project pr",False,0,1,,osf.io/bacx4,False,"Data Availability Statement This is a study protocol and does not include data. Upon completion of the study, all de-identified datasets and analysis code will be made publicly available in an open access repository (OSF Registries)."
PMC12995704,41859681,10.1016/j.eclinm.2026.103802,2026,EClinicalMedicine,"Transcutaneous spinal cord stimulation plus locomotor training versus sham-stimulation plus locomotor training in chronic spinal cord injury (eWALK): a multicentre, triple-blind, randomised,",True,0,1,,osf.io/9s4wv,False,
PMC13117856,42052216,10.2147/opth.s590186,2026,Clin Ophthalmol,Differential Effects of Balanced and Imbalanced Binocular Stimulation on Visual Cortex Responses in Amblyopic Children,False,2,0,github.com/cogplatform/binocularmri | github.com/herrlich10/mripy,,False,
PMC12758755,41481614,10.1371/journal.pone.0338041,2026,PLoS One,"A predictive model of joint dynamics and ground reaction force using only leg length, body mass, and walking cadence",False,1,0,github.com/zhaoxiaohuan13/predictive-model-of-joint-dynamics-and-ground-reaction-force,,False,Our data is publicly posted by the following URL: https://github.com/zhaoxiaohuan13/predictive-model-of-joint-dynamics-and-ground-reaction-force .
PMC13085461,41803851,10.1186/s12916-026-04697-z,2026,BMC Med,Transcutaneous spinal cord stimulation combined with robot-assisted gait training to improve mobility and balance in spinal cord injury: intramuscular electromyography as a biomarker for fun,True,0,1,,zenodo.org/records/17424997,False,Data Availability Statement Data that support the findings of this study have been deposited in the EU Open Research Depository. DOI: Abdul Rashad. SPSS Sheet Intramuscular Electromyography as a Biomarker of Functional Recovery. The data that support the findings of this study are openly available in [zenodo] at https://zenodo.org/records/17424997 .
PMC12971931,41803515,10.1007/s11914-026-00953-6,2026,Curr Osteoporos Rep,Deep Learning for Analysis of Bone Marrow Adiposity: Breakthroughs from Recent Large-Scale Analyses in the UK Biobank,True,1,0,github.com/willcawthorn/bma_gwas,,False,Data Availability Statement The code and data for the analyses presented in Figure 1 is openly available at 10.5281/zenodo.18337336.
PMC13185042,42150824,10.1136/bmjopen-2025-114628,2026,BMJ Open,Blended adapted sailing therapy with telerehabilitation for rare skeletal disorders: protocol for a pilot randomised controlled feasibility trial in Italy (PaS2-EXTEND),True,0,1,,osf.io/ptc4r,False,"Data Availability Statement Deidentified individual participant data underlying published results will be made publicly available 6 months after publication of primary outcomes manuscript. Shared data will include demographic and baseline clinical characteristics; primary feasibility outcome data (recruitment, adherence, retention, AEs); secondary outcome measures (IMU parameters, PRO scores) at all time points; group allocation; data dictionary defining all variables. Access mechanisms : Researchers may request data by contacting the corresponding author and submitting: (1) a research proposal (maximum two pages), (2) a signed data use agreement and (3) ethics approval documentation if the secondary analysis constitutes human subjects’ research. Requests are reviewed within 30 calendar days; approved requests receive data within 60 days via secure file transfer. Supporting documents sha"
PMC12780809,41523625,10.1017/cts.2025.10209,2025,J Clin Transl Sci,Theory of planned behavior constructs are associated with willingness to engage in clinical trial interventions for chronic low back pain: A cross-sectional survey study,False,0,1,,osf.io/7u5dr,False,
PMC12698782,41381627,10.1038/s41598-025-27590-w,2025,Sci Rep,Generalizable CNN-based detection of form and speed errors in physiotherapy using multimodal activity images,False,1,0,github.com/fhvilshoj/torchlrp,,False,Data Availability Statement The data supporting the findings of this study are available upon reasonable request from the corresponding authors. The code for the method described in this paper is available at 43 . It includes the implementation of the CNN+CF method with feature fusion using PyTorch.
PMC12546693,41125612,10.1038/s41597-025-05959-w,2025,Sci Data,"A Dataset of Clinical Gait Signals with Wearable Sensors from Healthy, Neurological, and Orthopedic Cohorts",False,1,0,github.com/cyrilvoisard/dataset_gait_1,,False,"Data Availability Statement The database is fully available at 10.6084/m9.figshare.28806086 51 . The adapted python script in the Github repository ( https://github.com/CyrilVoisard/dataset_gait_1 ) is available to load, process and visualize data. In addition, this repository contains a series of codes for plotting data and applying the various tools detailed in the article and the repository’s README.md."
PMC12240891,40634547,10.1186/s40798-025-00890-1,2025,Sports Med Open,The Coach's Eye: A Randomized Repeated-Measure Observational Study Assessing Coaches' Perception of Velocity Loss During Resistance Training Exercises,True,0,3,,osf.io/ha8ke | osf.io/m9gds | osf.io/sjzrn,False,"Data Availability The datasets used in the current study, and the R statistical analysis code script, are available online at: https://osf.io/ha8ke/files/osfstorage ."
PMC12606223,41234783,10.1098/rsos.251066,2025,R Soc Open Sci,Visualizing joint force-velocity properties in musculoskeletal models,False,1,0,github.com/frogtronics/jointfv_rsos,,False,"Data Availability Statement All source code to run the simulations as well as simulation data, code for data analysis and code for figure generation are available in GitHub: https://github.com/frogtronics/jointFV_RSOS and have been archived within the Zenodo repository: [ 53 ]. Supplementary material is available online [ 54 ]."
PMC12689517,41383435,10.3389/fresc.2025.1568727,2025,Front Rehabil Sci,Taking stock of psychosocial rehabilitation in children and adolescents: a systematic review with meta-analysis,True,0,2,,osf.io/3nbea | osf.io/am2z9,False,"Data Availability Statement The original contributions presented in the study are included in the article/ Supplementary Material , further inquiries can be directed to the corresponding author."
PMC12188128,40556364,10.1017/s1463423625100133,2025,Prim Health Care Res Dev,Local variation in musculoskeletal pain consultation rates in primary care: findings from an ecologic study in Staffordshire,False,0,1,,osf.io/e542w,False,"Data availability statement The de-identified, aggregated, practice-level analysis dataset and statistical code are publicly available on Open Science Framework at https://osf.io/e542w/ ."
PMC12764956,41366255,10.1038/s41597-025-06307-8,2025,Sci Data,"The COMPWALK-ACL: A Dataset of Multi-pace IMU Gait Kinematics in Adolescents, Adults, and ACL Injured Patients",False,1,0,github.com/tomeril/comp-acl,,False,"Data Availability Statement The dataset is available on Zenodo under the Creative Commons Attribution 4.0 International (CC BY 4.0) license and can be accessed at 10.5281/zenodo.15624356. The full analysis pipeline used to extract spatiotemporal gait parameters from the Xsens MVNX files is openly available on GitHub ( https://github.com/TomerIL/COMP-ACL/ ). This code includes functions for parsing MVNX files, detecting gait events, computing spatiotemporal parameters, and trimming trials to remove acceleration/deceleration phases. The repository also includes a few example scripts illustrating additional potential uses of the dataset."
PMC12837180,41595959,10.3390/bioengineering13010027,2025,Bioengineering (Basel),Feasibility of Smartphone-Based Markerless Motion Capture for Quantitative Gait Assessment in Pediatric Guillain-Barré Syndrome: A Two-Case Proof-of-Concept Study,False,0,1,,doi.org/10.5281/zenodo.17501242,False,"Data Availability Statement The data supporting the findings of this study, including raw OpenCap motion files, processed kinematic outputs, and all analysis code, are available in a publicly accessible repository. The Zenodo repository contains raw video-derived pose and keypoint data, time-normalized joint angle files, and Python scripts used for gait cycle extraction, Z-score computation, and figure generation. These materials can be found on Zenodo at https://doi.org/10.5281/zenodo.17501242 ."
PMC12078369,40369320,10.1007/s00520-025-09532-4,2025,Support Care Cancer,Dissemination planning in exercise oncology trials-a systematic review of trial protocols,False,0,1,,osf.io/m8hfp,False,Data Availability Statement No datasets were generated or analysed during the current study.
PMC12731788,41462773,10.3390/children12121633,2025,Children (Basel),Digital Pedoscopic Assessment and Data-Driven Classification of Pediatric Rearfoot Alignment,False,0,1,,doi.org/10.5281/zenodo.17595442,False,Data Availability Statement The minimal anonymized dataset and analysis code are publicly available on Zenodo at https://doi.org/10.5281/zenodo.17595442 .
PMC12611953,41244611,10.3389/frai.2025.1668399,2025,Front Artif Intell,Tracking priming-induced language recovery in aphasia with pre-trained language models,False,0,1,,osf.io/fmnsy,False,"Data Availability Statement The original contributions presented in the study are included in the article/ Supplementary material , further inquiries can be directed to the corresponding author."
PMC12816623,41453855,10.1038/s41467-025-67372-6,2025,Nat Commun,A systematic review and meta-analysis of disease clusters in multimorbidity,False,1,0,github.com/jennferris/multimorbidity_cluster_sr,,False,"Data availability Source data are provided with this paper. Data were extracted from previously published research, and extracted data have been deposited in the figshare database under accession code 10.6084/m9.figshare.28382543 as Appendices 1–4. Appendices 1–3 provide all extracted data for each included study, separated by data clustering methodology (Appendix 1: cluster-based studies, Appendix 2: factor-based studies, and Appendix 3: network-based studies). Appendix 4 provides cluster-level meta-analytic data, including harmonization to meta-analytic disease entities. Source data are provided with this paper."
PMC11983797,40205389,10.1186/s12984-025-01593-0,2025,J Neuroeng Rehabil,Healthcare practitioners and robotic-assisted rehabilitation: understanding needs and barriers,False,1,0,github.com/bmi-labmedinfo/fit4medrob_surveys,,False,Data Availability Statement The Italian version of the questionnaire is available at https://ee.kobotoolbox.org/preview/I9U2jdvu . The English version is available at https://ee.kobotoolbox.org/preview/H2o5e3Nl . The dataset will be shared upon publication on Zenodo and it will be described in a BMC Data Notes paper.
PMC12380288,40857338,10.1371/journal.pone.0330938,2025,PLoS One,Mental and physical health in persons receiving inpatient pulmonary rehabilitation treatment for post-COVID condition,False,0,1,,osf.io/byfzc,False,Data Availability Statement The data and R code with which results can be reproduced are available at the Open Science Framework ( https://doi.org/10.17605/OSF.IO/BYFZC ).
PMC11909141,40087270,10.1038/s41597-025-04763-w,2025,Sci Data,Electromyographic typing gesture classification dataset for neurotechnological human-machine interfaces,False,1,0,github.com/anslab-uhn/semg-typingdatabase,,False,Data Availability Statement The code for the baseline analyses is available at: https://github.com/ANSLab-UHN/sEMG-TypingDatabase
PMC12672591,41315476,10.1038/s41598-025-27069-8,2025,Sci Rep,Mathematical models predict the physiological dimensions of selected canine carpal joint structures across imaging modalities in healthy dogs,False,1,0,github.com/dawidtobolski/canine-carpal-joint-structure-estimator,,False,Data Availability Statement The datasets used and/or analysed during the current study available from the corresponding author on reasonable request.
PMC12186935,40554537,10.1371/journal.pone.0325819,2025,PLoS One,Genetic markers for knee osteoarthritis presence are not associated with disease progression - data from the IMI-APPROACH cohort,False,1,0,github.com/miekebvz/imi-approach_genomics.git,,False,"Data may be obtained from a third party and are not publicly available. In order to gain and govern access to the central APPROACH databases, tranSMART and XNAT, access has to be approved by the APPROACH Steering Committee. Contact information: URCI@umcutrecht.nl ."
PMC12248979,40622219,10.1167/jov.25.8.8,2025,J Vis,Stimulus-dependent delay of perceptual filling-in by microsaccades,False,0,1,,osf.io/kvt5a,False,
PMC12602692,41214065,10.1038/s41598-025-22970-8,2025,Sci Rep,The fatigue status feature of bicycle movement based on deep learning and signal processing technology,False,1,0,github.com/yingchun01/vision-based-fatigue-detection-method,,False,"Data Availability Statement The authors confirm that the datasets used and/or analysed during the current study are available from the corresponding author on reasonable request. The KR code is open source and can be downloaded independently. The custom code developed for data preprocessing, Keypoint RCNN inference, and signal processing (Fourier Transform, Short-Time Fourier Transform, Multiscale Entropy analysis) is publicly available on GitHub at https://github.com/yingchun01/Vision-Based-Fatigue-Detection-method/tree/v1.0.0 . The repository has been archived on Zenodo to ensure long-term stability and is assigned a permanent DOI:10.5281/zenodo.16943317. Access to the code is unrestricted under the MIT License."
PMC12681975,41362353,10.1016/j.dib.2025.112271,2025,Data Brief,A large harmonized upper and lower limb accelerometry dataset: A resource for rehabilitation scientists,False,1,0,github.com/keithlohse/harmonizedacceldata,,False,Data Availability Statement NICHD Data and Specimen Hub Harmonized Upper and Lower Limb Accelerometry Data_Part1 (Original data) . NICHD Data and Specimen Hub Harmonized Upper and Lower Limb Accelerometry_Part2 (Original data) .
PMC12215594,40120099,10.1002/hpm.3919,2025,Int J Health Plann Manage,Estimating the Cost and Carbon Output of Musculoskeletal Primary Care Management Decisions: A Retrospective Analysis of Electronic Health Records,False,0,2,,osf.io/e542w | osf.io/vj32d,False,"Data Availability Statement The de‐identified, aggregated, practice‐level analysis dataset and statistical code are publicly available on Open Science Framework at https://osf.io/e542w/ (doi: 10.17605/OSF.IO/E542W )."
PMC12048602,40316583,10.1038/s41597-025-05069-7,2025,Sci Data,Multimodal sensor dataset for monitoring older adults post lower limb fractures in community settings,False,1,0,github.com/abedidev/maison-llf,,False,"Data Availability Statement The code for data preprocessing, feature extraction, feature selection, and machine learning model development is hosted on GitHub ( https://github.com/abedidev/maison-llf )."
